"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Site2","Site.match"
5164,"2013-12-02",7553,"Versini",NA,"","BBL","Congo","","Kondi","CG-KON-DS",2010.5,1,-4.566666667,11.9,"100","Double slash","",NA,"1","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralic Arenosols","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"","IRGA",11.5,5,314,"",14,1,"Extraction",5220,60,NA,NA,1070,4150,NA,NA,NA,NA,NA,NA,6.4,2.7,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3220,NA,NA,NA,NA,NA,NA,"","-4.566666667 11.9","-4.25 11.75"
5165,"2013-12-02",6610,"Nouvellon",NA,"","BBL","Congo","","Kondi","CG-KON-1YR",2005.5,1,-4.35,11.75,"100","None","",NA,"1","Eucalyptus spp.","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralic Arenosols","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"1266","IRGA",NA,NA,78.5,"",14,1,"",580,60,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"","-4.35 11.75","-4.25 11.75"
5166,"2013-12-02",6610,"Nouvellon",NA,"","BBL","Congo","","Kondi","CG-KON-4YR",2005.5,1,-4.35,11.75,"100","None","",NA,"4","Eucalyptus spp.","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralic Arenosols","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"1266","IRGA",NA,NA,78.5,"",14,1,"",470,40,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,"","-4.35 11.75","-4.25 11.75"
5167,"2013-12-02",6610,"Nouvellon",NA,"","BBL","Congo","","Kondi","CG-KON-14YR",2005.5,1,-4.35,11.75,"100","None","",NA,"14","Eucalyptus spp.","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralic Arenosols","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"1266","IRGA",NA,NA,78.5,"",14,1,"",740,40,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,NA,NA,"","-4.35 11.75","-4.25 11.75"
5168,"2013-12-02",6611,"Epron",NA,"","BBL","Brazil","","Itatinga","BR-ITA-100A",2004,2,-23.03333333,-48.63333333,"860","Fertilized","",NA,"6","Acacjia mangium","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralsols","Dry",NA,NA,84,3,13,19,1370,NA,NA,"","IRGA",NA,NA,314,"",14,1,"",990,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1690,1280,410,NA,820,300,NA,NA,NA,4.29,NA,5690,4870,820,710,110,NA,NA,NA,"","-23.03333333 -48.63333333","-23.25 -48.75"
5169,"2013-12-02",6611,"Epron",NA,"","BBL","Brazil","","Itatinga","BR-ITA-100E",2004,2,-23.03333333,-48.63333333,"860","Fertilized","",NA,"6","Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralsols","Dry",NA,NA,84,3,13,19,1370,NA,NA,"","IRGA",NA,NA,314,"",14,1,"",1130,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,2190,1620,560,NA,1130,430,NA,NA,NA,3.84,NA,7770,6390,1380,1290,90,NA,NA,NA,"","-23.03333333 -48.63333333","-23.25 -48.75"
5170,"2013-12-02",6611,"Epron",NA,"","BBL","Brazil","","Itatinga","BR-ITA-50A50E",2004,2,-23.03333333,-48.63333333,"860","Fertilized","",NA,"6","Acacia mangium; Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralsols","Dry",NA,NA,84,3,13,19,1370,NA,NA,"","IRGA",NA,NA,314,"",14,1,"",1200,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1850,1270,580,NA,1160,400,NA,NA,NA,5.44,NA,6920,5620,1300,1180,120,NA,NA,NA,"","-23.03333333 -48.63333333","-23.25 -48.75"
5171,"2013-12-02",6611,"Epron",NA,"","BBL","Congo","","Kissoko","CG-KIS-100A",2004,1,-4.733333333,12.01666667,"100","Fertilized","",NA,"7","Acacjia mangium","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralic Arenosols","Dry",NA,NA,81,6,3,25.7,1430,NA,NA,"","IRGA",NA,NA,314,"",14,1,"",1380,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1390,860,540,NA,1070,320,NA,NA,NA,3.51,NA,4880,4100,780,690,90,NA,NA,NA,"","-4.733333333 12.01666667","-4.75 12.25"
5172,"2013-12-02",6611,"Epron",NA,"","BBL","Congo","","Kissoko","CG-KIS-100E",2004,1,-4.733333333,12.01666667,"100","Fertilized","",NA,"7","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralic Arenosols","Dry",NA,NA,81,6,3,25.7,1430,NA,NA,"","IRGA",NA,NA,314,"",14,1,"",2020,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1870,970,900,NA,1800,290,NA,NA,NA,2.97,NA,5160,3940,1220,1090,130,NA,NA,NA,"","-4.733333333 12.01666667","-4.75 12.25"
5173,"2013-12-02",6611,"Epron",NA,"","BBL","Congo","","Kissoko","CG-KIS-50A50E",2004,1,-4.733333333,12.01666667,"100","Fertilized","",NA,"7","Acacia mangium; Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Aggrading","Ferralic Arenosols","Dry",NA,NA,81,6,3,25.7,1430,NA,NA,"","IRGA",NA,NA,314,"",14,1,"",1780,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,2040,1290,750,NA,1510,320,NA,NA,NA,3.95,NA,6440,5220,1220,1160,60,NA,NA,NA,"","-4.733333333 12.01666667","-4.75 12.25"
5190,"2015-08-01",6620,"Arburak",NA,"","BBL","Turkey","Istanbul","Belgrad Forest","TR-IST-PICEA",2007.5,1,41.19166667,28.95,"140","None","",40,"40","Picea orientalis","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Loam","Dry",NA,NA,NA,NA,NA,12.8,1074.4,NA,NA,"","Alkali absorption",NA,1,NA,"",30,1,"",204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,398,NA,NA,NA,"","41.19166667 28.95","41.25 28.75"
5191,"2015-08-01",6620,"Arburak",NA,"","BBL","Turkey","Istanbul","Belgrad Forest","TR-IST-PINUS",2007.5,1,41.19166667,28.95,"140","None","",40,"40","Pinus nigra","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Loam","Dry",NA,NA,NA,NA,NA,12.8,1074.4,NA,NA,"","Alkali absorption",NA,1,NA,"",30,1,"",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,184,NA,NA,NA,"","41.19166667 28.95","41.25 28.75"
5192,"2015-08-01",6620,"Arburak",NA,"","BBL","Turkey","Istanbul","Belgrad Forest","TR-IST-ABIES",2007.5,1,41.19166667,28.95,"140","None","",40,"40","Abies bornmulleriana","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Loam","Dry",NA,NA,NA,NA,NA,12.8,1074.4,NA,NA,"","Alkali absorption",NA,1,NA,"",30,1,"",321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,319,NA,NA,NA,"","41.19166667 28.95","41.25 28.75"
5193,"2015-08-01",6620,"Arburak",NA,"","BBL","Turkey","Istanbul","Belgrad Forest","TR-IST-PS",2007.5,1,41.19166667,28.95,"140","None","",40,"40","Pinus sylvestris","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Loam","Dry",NA,NA,NA,NA,NA,12.8,1074.4,NA,NA,"","Alkali absorption",NA,1,NA,"",30,1,"",361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,291,NA,NA,NA,"","41.19166667 28.95","41.25 28.75"
5194,"2015-08-01",6620,"Arburak",NA,"","BBL","Turkey","Istanbul","Belgrad Forest","TR-IST-QUERCUS",2007.5,1,41.19166667,28.95,"140","None","",NA,"","Quercus petrea","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Loam","Dry",NA,NA,NA,NA,NA,12.8,1074.4,NA,NA,"","Alkali absorption",NA,1,NA,"",30,1,"",398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,442,NA,NA,NA,"","41.19166667 28.95","41.25 28.75"
5198,"2015-08-17",6681,"Bilgili",NA,"","BBL","Turkey","Şanlıurfa","Harran University Experimental Farm-UC","TR-HUE-UC",2008.5,1,37.16666667,38.98333333,"520","Fertilized","",10,"10","Malus domestica","Temperate","Deciduous Forest","Managed","Deciduous","Mature","Vertisol (silty loam and clay)","Dry",NA,NA,21,23,56,17.2,365.2,NA,NA,"","Alkali absorption",33,2,529,"",7,1,"",546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.16666667 38.98333333","37.25 38.75"
5199,"2015-08-17",6681,"Bilgili",NA,"","BBL","Turkey","Şanlıurfa","Harran University Experimental Farm-UC","TR-HUE-UC",2009.5,1,37.16666667,38.98333333,"520","Fertilized","",10,"10","Malus domestica","Temperate","Deciduous Forest","Managed","Deciduous","Mature","Vertisol (silty loam and clay)","Dry",NA,NA,21,23,56,17.2,365.2,NA,NA,"","Alkali absorption",33,2,529,"",7,1,"",978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.16666667 38.98333333","37.25 38.75"
5200,"2015-08-17",6681,"Bilgili",NA,"","BBL","Turkey","Şanlıurfa","Harran University Experimental Farm-UC","TR-HUE-UC",2010.5,1,37.16666667,38.98333333,"520","Fertilized","",10,"10","Malus domestica","Temperate","Deciduous Forest","Managed","Deciduous","Mature","Vertisol (silty loam and clay)","Dry",NA,NA,21,23,56,17.2,365.2,NA,NA,"","Alkali absorption",33,2,529,"",7,1,"",1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.16666667 38.98333333","37.25 38.75"
5201,"2015-08-17",6681,"Bilgili",NA,"","BBL","Turkey","Şanlıurfa","Harran University Experimental Farm-BR","TR-HUE-BR",2008.5,1,37.16666667,38.98333333,"520","Fertilized","",10,"10","Malus domestica","Temperate","Deciduous Forest","Managed","Deciduous","Mature","Vertisol (silty loam and clay)","Dry",NA,NA,21,23,56,17.2,365.2,NA,NA,"","Alkali absorption",33,2,529,"",7,1,"",376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.16666667 38.98333333","37.25 38.75"
5202,"2015-08-17",6681,"Bilgili",NA,"","BBL","Turkey","Şanlıurfa","Harran University Experimental Farm-BR","TR-HUE-BR",2009.5,1,37.16666667,38.98333333,"520","Fertilized","",10,"10","Malus domestica","Temperate","Deciduous Forest","Managed","Deciduous","Mature","Vertisol (silty loam and clay)","Dry",NA,NA,21,23,56,17.2,365.2,NA,NA,"","Alkali absorption",33,2,529,"",7,1,"",632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.16666667 38.98333333","37.25 38.75"
5203,"2015-08-17",6681,"Bilgili",NA,"","BBL","Turkey","Şanlıurfa","Harran University Experimental Farm-BR","TR-HUE-BR",2010.5,1,37.16666667,38.98333333,"520","Fertilized","",10,"10","Malus domestica","Temperate","Deciduous Forest","Managed","Deciduous","Mature","Vertisol (silty loam and clay)","Dry",NA,NA,21,23,56,17.2,365.2,NA,NA,"","Alkali absorption",33,2,529,"",7,1,"",693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.16666667 38.98333333","37.25 38.75"
5204,"2015-08-18",6691,"Bokhorst",NA,"Q01","BBL","Sweden","","","SE-NN-CK",2012,1,63.81666667,20.25,"","None","",NA,"","Betula pubescens; Populus tremula; Pinus sylvestris","Boreal","Mixed Forest","","Mixed","Mature","","Dry",NA,NA,NA,NA,NA,5,NA,NA,NA,"","IRGA",8,5,78.5,"",40,1,"",487,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","63.81666667 20.25","63.75 20.25"
5205,"2015-08-18",6691,"Bokhorst",NA,"Q01","BBL","Sweden","","","SE-NN-SR",2012,1,63.81666667,20.25,"","Snow reducation","",NA,"","Betula pubescens; Populus tremula; Pinus sylvestris","Boreal","Mixed Forest","","Mixed","Mature","","Dry",NA,NA,NA,NA,NA,5,NA,NA,NA,"","IRGA",8,5,78.5,"",40,1,"",437,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","63.81666667 20.25","63.75 20.25"
5206,"2015-08-18",6691,"Bokhorst",NA,"Q01","BBL","Sweden","","","SE-NN-LS",2012,1,63.81666667,20.25,"","Low snow","",NA,"","Betula pubescens; Populus tremula; Pinus sylvestris","Boreal","Mixed Forest","","Mixed","Mature","","Dry",NA,NA,NA,NA,NA,5,NA,NA,NA,"","IRGA",8,5,78.5,"",40,1,"",370,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","63.81666667 20.25","63.75 20.25"
5209,"2015-08-18",6709,"Brito",NA,"","BBL","Spain","Tenerife","","ES-TEN",2008,1,28.30597222,-16.56827778,"2070","None","",NA,"55","Pinus canariensis","Mediterranean","Evergreen Forest","Natural","Evergreen","Mature","Leptosol (loamy sand)","Dry",NA,NA,NA,NA,NA,10.7,368,NA,NA,"","IRGA",7,2,97.5,"",NA,NA,"",322,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","28.30597222 -16.56827778","28.25 -16.75"
5210,"2015-08-18",6709,"Brito",NA,"","BBL","Spain","Tenerife","","ES-TEN",2009,1,28.30597222,-16.56827778,"2070","None","",NA,"55","Pinus canariensis","Mediterranean","Evergreen Forest","Natural","Evergreen","Mature","Leptosol (loamy sand)","Dry",NA,NA,NA,NA,NA,10.7,368,NA,NA,"","IRGA",7,2,97.5,"",NA,NA,"",308,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","28.30597222 -16.56827778","28.25 -16.75"
5216,"2015-08-24",6755,"Chen",NA,"Q01","BBL","China","","Tian’e Zhou wetland","CN-TZW-GRA",2009.5,1,29.49,112.23,"","None","",NA,"","Carex argyi","Subtropical","Wetland","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,16,1200,NA,NA,"","IRGA",5,1.5,84.91,"",30,1,"",636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","29.49 112.23","29.25 112.25"
5217,"2015-08-24",6755,"Chen",NA,"Q01","BBL","China","","Tian’e Zhou wetland","CN-TZW-FEN",2009.5,1,29.49,112.23,"","No grazing","",NA,"","Carex argyi","Subtropical","Wetland","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,16,1200,NA,NA,"","IRGA",5,1.5,84.91,"",30,1,"",532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","29.49 112.23","29.25 112.25"
5234,"2015-09-09",6762,"Chen",NA,"","BBL","China","Beijing","Beijing Olympic Forest Park","CN-BNF-Q10",2011,1,40.01666667,116.3833333,"51","None","",NA,"","Pinus tabulaeformi; Sophora japonica","Temperate","Deciduous Forest","Managed","Deciduous","Mature","Fluvo-aquic","Dry",1.62,NA,NA,NA,NA,10,600,NA,NA,"","IRGA",NA,5,323.49,"",0.1,0.75,"",475,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"","40.01666667 116.3833333","40.25 116.25"
5237,"2015-09-09",6768,"Cheng",NA,"","BBL","China","Shanghai","Hydraulic Technique Popularization Station","CN-HTP-CK",2009,3,31.2,121.12,"","None","",NA,"","Oryza sativa; Triticum aestivum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Sandy loam","Dry",1.68,9.49,NA,NA,NA,17.7,1044.7,NA,NA,"","IRGA",11.5,3.5,314,"",15,1,"",742,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","31.2 121.12","31.25 121.25"
5238,"2015-09-09",6768,"Cheng",NA,"","BBL","China","Shanghai","Hydraulic Technique Popularization Station","CN-HTP-HEAT",2009,3,31.2,121.12,"","Warmed","1.5 C",NA,"","Oryza sativa; Triticum aestivum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Sandy loam","Dry",1.68,9.49,NA,NA,NA,17.7,1044.7,NA,NA,"","IRGA",11.5,3.5,314,"",15,1,"",973,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","31.2 121.12","31.25 121.25"
5239,"2016-06-19",6769,"Cheng",NA,"","BBL","China","Guizhou","","CN-LDB-CK",2008.5,1,26.53333333,106.7666667,"1200","None","",NA,"","Pinus massoniana","Subtropical","Evergreen Forest","","Evergreen","Mature","Limsestone (sandy silt)","Dry",NA,NA,NA,NA,NA,14.8,1118,NA,NA,"","Gas Chromatography",NA,NA,900,"",15,1,"",1175,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.111,1.698,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","26.53333333 106.7666667","26.75 106.75"
5240,"2016-06-19",6769,"Cheng",NA,"","BBL","China","Guizhou","","CN-LDB-LR",2008.5,1,26.53333333,106.7666667,"1200","Litter removal","",NA,"","Pinus massoniana","Subtropical","Evergreen Forest","","Evergreen","Mature","Limsestone (sandy silt)","Dry",NA,NA,NA,NA,NA,14.8,1118,NA,NA,"","Gas Chromatography",NA,NA,900,"",15,1,"",975,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.441,1.364,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","26.53333333 106.7666667","26.75 106.75"
5254,"2016-09-22",6862,"Epron",NA,"","BBL","Brazil","","Itatinga","BR-ITA-100A",2007.5,2,-23.03333333,-48.63333333,"860","Fertilized","",65,"6","Acacia mangium","Tropical","Evergreen Forest","Managed","Evergreen","Aggrading","Ferralsols","Dry",NA,NA,84,3,13,19,1370,NA,NA,"","IRGA",NA,NA,314,"",15,1,"",990,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1690,1280,410,NA,820,300,NA,NA,NA,4.29,NA,NA,NA,NA,710,110,NA,NA,NA,"","-23.03333333 -48.63333333","-23.25 -48.75"
5255,"2016-09-22",6862,"Epron",NA,"","BBL","Brazil","","Itatinga","BR-ITA-100E",2007.5,2,-23.03333333,-48.63333333,"860","Fertilized","",65,"6","Acacia mangium; Eucalyptus grandis","Tropical","Evergreen Forest","Managed","Evergreen","Aggrading","Ferralsols","Dry",NA,NA,84,3,13,19,1370,NA,NA,"","IRGA",NA,NA,314,"",15,1,"",1130,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,2190,1620,560,NA,1130,430,NA,NA,NA,3.84,NA,NA,NA,NA,1290,90,NA,NA,NA,"","-23.03333333 -48.63333333","-23.25 -48.75"
5256,"2016-09-22",6862,"Epron",NA,"","BBL","Brazil","","Itatinga","BR-ITA-50A50E",2007.5,2,-23.03333333,-48.63333333,"860","Fertilized","",65,"6","Eucalyptus grandis","Tropical","Evergreen Forest","Managed","Evergreen","Aggrading","Ferralsols","Dry",NA,NA,84,3,13,19,1370,NA,NA,"","IRGA",NA,NA,314,"",15,1,"",1200,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1850,1270,580,NA,1160,400,NA,NA,NA,5.44,NA,NA,NA,NA,1180,120,NA,NA,NA,"","-23.03333333 -48.63333333","-23.25 -48.75"
5257,"2016-09-22",6862,"Epron",NA,"","BBL","Congo","","Kissoko","CG-KIS-100A",2007.5,1,-4.733333333,12.01666667,"100","Fertilized","",20,"7","Acacia mangium","Tropical","Evergreen Forest","Managed","Evergreen","Aggrading","Ferralic Arenosols","Dry",NA,NA,91,6,3,25.7,1430,NA,NA,"","IRGA",NA,NA,314,"",15,1,"",1380,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1390,860,540,NA,1070,320,NA,NA,NA,3.51,NA,NA,NA,NA,690,90,NA,NA,NA,"","-4.733333333 12.01666667","-4.75 12.25"
5258,"2016-09-22",6862,"Epron",NA,"","BBL","Congo","","Kissoko","CG-KIS-100E",2007.5,1,-4.733333333,12.01666667,"100","Fertilized","",20,"7","Acacia mangium; Eucalyptus urophylla x Eucalyptus grandis","Tropical","Evergreen Forest","Managed","Evergreen","Aggrading","Ferralic Arenosols","Dry",NA,NA,91,6,3,25.7,1430,NA,NA,"","IRGA",NA,NA,314,"",15,1,"",2020,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1870,970,900,NA,1800,290,NA,NA,NA,2.97,NA,NA,NA,NA,1090,130,NA,NA,NA,"","-4.733333333 12.01666667","-4.75 12.25"
5259,"2016-09-22",6862,"Epron",NA,"","BBL","Congo","","Kissoko","CG-KIS-50A50E",2007.5,1,-4.733333333,12.01666667,"100","Fertilized","",20,"7","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Evergreen Forest","Managed","Evergreen","Aggrading","Ferralic Arenosols","Dry",NA,NA,91,6,3,25.7,1430,NA,NA,"","IRGA",NA,NA,314,"",15,1,"",1780,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,2040,1290,750,NA,1510,320,NA,NA,NA,3.95,NA,NA,NA,NA,1160,60,NA,NA,NA,"","-4.733333333 12.01666667","-4.75 12.25"
5260,"2016-09-26",7044,"Jeong",NA,"","BBL","South Korea","","Wola National Experimental Forest","KR-WNE-SL",2010,2,35.20583333,128.1733333,"150","None","",NA,"40","Pinus densiflora","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1.22,19.2,NA,NA,NA,13.1,1490,NA,NA,"","IRGA",NA,NA,NA,"",30,1,"",1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.48,NA,NA,NA,NA,NA,NA,NA,NA,"","35.20583333 128.1733333","35.25 128.25"
5261,"2016-09-26",7044,"Jeong",NA,"Q01","BBL","South Korea","","Wola National Experimental Forest","KR-WNE-MR",2010,2,35.20583333,128.1733333,"150","None","",NA,"40","Pinus densiflora","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1.23,20.2,NA,NA,NA,13.1,1490,NA,NA,"","IRGA",NA,NA,NA,"",30,1,"",925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.35,NA,NA,NA,NA,NA,NA,NA,NA,"","35.20583333 128.1733333","35.25 128.25"
